Date,Open,High,Low,Close,Adj Close,Volume
2022-10-26,381.6199951171875,387.5799865722656,381.3500061035156,382.0199890136719,371.0813903808594,104087300
2022-10-27,383.07000732421875,385.0,379.3299865722656,379.9800109863281,369.09979248046875,81971800
2022-10-28,379.8699951171875,389.5199890136719,379.67999267578125,389.0199890136719,377.88092041015625,100302000
2022-10-31,386.44000244140625,388.3999938964844,385.260009765625,386.2099914550781,375.1513977050781,96631300
2022-11-01,390.1400146484375,390.3900146484375,383.2900085449219,384.5199890136719,373.5097961425781,85407600
2022-11-02,383.8999938964844,388.6300048828125,374.760009765625,374.8699951171875,364.1361389160156,126990400
2022-11-03,371.4700012207031,374.20001220703125,368.7900085449219,371.010009765625,360.38665771484375,87100100
2022-11-04,377.0,378.8699951171875,370.0,376.3500061035156,365.5736999511719,103505200
2022-11-07,377.7099914550781,380.57000732421875,375.5299987792969,379.95001220703125,369.0706787109375,68286900
2022-11-08,381.1099853515625,385.1199951171875,377.7200012207031,382.0,371.0619812011719,84641100
2022-11-09,379.92999267578125,381.1400146484375,373.6099853515625,374.1300048828125,363.41729736328125,78495500
2022-11-10,388.04998779296875,395.0400085449219,385.6400146484375,394.69000244140625,383.38861083984375,141455800
2022-11-11,395.5899963378906,399.3500061035156,393.6099853515625,398.510009765625,387.0992431640625,93839900
2022-11-14,396.6600036621094,400.17999267578125,394.8299865722656,395.1199951171875,383.8063049316406,71903500
2022-11-15,401.1499938964844,402.30999755859375,394.489990234375,398.489990234375,387.0798034667969,93194500
2022-11-16,396.7799987792969,397.7799987792969,394.7900085449219,395.45001220703125,384.1268615722656,68508500
2022-11-17,390.4599914550781,394.95001220703125,390.1400146484375,394.239990234375,382.95147705078125,74496300
2022-11-18,397.739990234375,397.80999755859375,393.0400085449219,396.0299987792969,384.69024658203125,92922500
2022-11-21,394.6400146484375,395.82000732421875,392.6600036621094,394.5899963378906,383.2914733886719,51243200
2022-11-22,396.6300048828125,400.07000732421875,395.1499938964844,399.8999938964844,388.4494323730469,60429000
2022-11-23,399.54998779296875,402.92999267578125,399.30999755859375,402.4200134277344,390.89727783203125,68261600
2022-11-25,401.8299865722656,402.9100036621094,401.5400085449219,402.3299865722656,390.8098449707031,30545400
2022-11-28,399.0899963378906,400.80999755859375,395.1099853515625,395.9100036621094,384.57366943359375,67881600
2022-11-29,396.04998779296875,397.29998779296875,393.29998779296875,395.2300109863281,383.9131164550781,52310000
2022-11-30,395.489990234375,407.67999267578125,393.4800109863281,407.67999267578125,396.00665283203125,144566700
2022-12-01,408.7699890136719,410.0,404.75,407.3800048828125,395.71527099609375,76398200
2022-12-02,402.25,407.8599853515625,402.1400146484375,406.9100036621094,395.2586975097656,85342700
2022-12-05,403.95001220703125,404.92999267578125,398.1700134277344,399.5899963378906,388.1483154296875,77289800
2022-12-06,399.4200134277344,399.989990234375,391.6400146484375,393.8299865722656,382.55322265625,77972200
2022-12-07,392.94000244140625,395.6400146484375,391.9700012207031,393.1600036621094,381.90240478515625,65927900
2022-12-08,395.1400146484375,397.3599853515625,393.2699890136719,396.239990234375,384.8941955566406,60737900
2022-12-09,394.94000244140625,397.6199951171875,393.1499938964844,393.2799987792969,382.0190124511719,81447700
2022-12-12,394.1099853515625,398.95001220703125,393.4100036621094,398.95001220703125,387.5266418457031,75405800
2022-12-13,410.2200012207031,410.489990234375,399.07000732421875,401.9700012207031,390.4601745605469,123782500
2022-12-14,401.6099853515625,405.5,396.30999755859375,399.3999938964844,387.9637451171875,108111300
2022-12-15,394.29998779296875,395.25,387.8900146484375,389.6300048828125,378.4734802246094,117705900
2022-12-16,385.17999267578125,386.5799865722656,381.0400085449219,383.2699890136719,374.0052185058594,119858000
2022-12-19,383.4700012207031,383.82000732421875,378.2799987792969,380.0199890136719,370.8337707519531,79878100
2022-12-20,379.2300109863281,382.2300109863281,377.8500061035156,380.5400085449219,371.3411560058594,74427200
2022-12-21,383.25,387.4100036621094,382.69000244140625,386.2300109863281,376.8936462402344,78167400
2022-12-22,383.04998779296875,386.2099914550781,374.7699890136719,380.7200012207031,371.5168151855469,100120900
2022-12-23,379.6499938964844,383.05999755859375,378.0299987792969,382.9100036621094,373.6539306640625,59857300
2022-12-27,382.7900085449219,383.1499938964844,379.6499938964844,381.3999938964844,372.180419921875,51638200
2022-12-28,381.3299865722656,383.3900146484375,376.4200134277344,376.6600036621094,367.55499267578125,70911500
2022-12-29,379.6300048828125,384.3500061035156,379.0799865722656,383.44000244140625,374.1710510253906,66970900
2022-12-30,380.6400146484375,382.5799865722656,378.42999267578125,382.42999267578125,373.1854553222656,84022200
2023-01-03,384.3699951171875,386.42999267578125,377.8299865722656,380.82000732421875,371.61444091796875,74850700
2023-01-04,383.17999267578125,385.8800048828125,380.0,383.760009765625,374.48333740234375,85934100
2023-01-05,381.7200012207031,381.8399963378906,378.760009765625,379.3800048828125,370.2091979980469,76970500
2023-01-06,382.6099853515625,389.25,379.4100036621094,388.0799865722656,378.6989440917969,104189600
2023-01-09,390.3699951171875,393.70001220703125,387.6700134277344,387.8599853515625,378.4842224121094,73978100
2023-01-10,387.25,390.6499938964844,386.2699890136719,390.5799865722656,381.13848876953125,65358100
2023-01-11,392.2300109863281,395.6000061035156,391.3800048828125,395.5199890136719,385.95904541015625,68881100
2023-01-12,396.6700134277344,398.489990234375,392.4200134277344,396.9599914550781,387.3642883300781,90157700
2023-01-13,393.6199951171875,399.1000061035156,393.3399963378906,398.5,388.8670349121094,63903900
2023-01-17,398.4800109863281,400.2300109863281,397.05999755859375,397.7699890136719,388.1546630859375,62677300
2023-01-18,399.010009765625,400.1199951171875,391.2799987792969,391.489990234375,382.0264892578125,99632300
2023-01-19,389.3599853515625,391.0799865722656,387.260009765625,388.6400146484375,379.24542236328125,86958900
2023-01-20,390.1000061035156,396.0400085449219,388.3800048828125,395.8800048828125,386.31036376953125,91806400
2023-01-23,396.7200012207031,402.6499938964844,395.7200012207031,400.6300048828125,390.9455261230469,84178800
2023-01-24,398.8800048828125,401.1499938964844,397.6400146484375,400.20001220703125,390.52593994140625,59524900
2023-01-25,395.95001220703125,400.70001220703125,393.55999755859375,400.3500061035156,390.6723327636719,84800300
2023-01-26,403.1300048828125,404.9200134277344,400.0299987792969,404.75,394.9659729003906,72287400
2023-01-27,403.6600036621094,408.1600036621094,403.44000244140625,405.67999267578125,395.8735046386719,68346200
2023-01-30,402.79998779296875,405.1300048828125,400.2799987792969,400.5899963378906,390.9065246582031,74202000
2023-01-31,401.1300048828125,406.5299987792969,400.7699890136719,406.4800109863281,396.6541748046875,86811800
2023-02-01,405.2099914550781,413.6700134277344,402.3500061035156,410.79998779296875,400.86968994140625,101459200
2023-02-02,414.8599853515625,418.30999755859375,412.8800048828125,416.7799987792969,406.70513916015625,101654500
2023-02-03,411.5899963378906,416.9700012207031,411.0899963378906,412.3500061035156,402.38226318359375,94736800
2023-02-06,409.7900085449219,411.2900085449219,408.1000061035156,409.8299865722656,399.92315673828125,60295300
2023-02-07,408.8699951171875,416.489990234375,407.57000732421875,415.19000244140625,405.15362548828125,90990700
2023-02-08,413.1300048828125,414.5299987792969,409.92999267578125,410.6499938964844,400.72332763671875,76227500
2023-02-09,414.4100036621094,414.57000732421875,405.80999755859375,407.0899963378906,397.2493591308594,78694900
2023-02-10,405.8599853515625,408.44000244140625,405.010009765625,408.0400085449219,398.1764221191406,70769700
2023-02-13,408.7200012207031,412.9700012207031,408.239990234375,412.8299865722656,402.8506164550781,64913500
2023-02-14,411.239990234375,415.04998779296875,408.510009765625,412.6400146484375,402.6652526855469,88389300
2023-02-15,410.3500061035156,414.05999755859375,409.4700012207031,413.9800109863281,403.97283935546875,61555700
2023-02-16,408.7900085449219,412.9100036621094,408.1400146484375,408.2799987792969,398.4106140136719,76431500
2023-02-17,406.05999755859375,407.510009765625,404.04998779296875,407.260009765625,397.415283203125,89257800
2023-02-21,403.05999755859375,404.1600036621094,398.82000732421875,399.0899963378906,389.4427795410156,82655900
2023-02-22,399.5199890136719,401.1300048828125,397.0199890136719,398.5400085449219,388.9060974121094,83742300
2023-02-23,401.55999755859375,402.20001220703125,396.25,400.6600036621094,390.9748229980469,96242400
2023-02-24,395.4200134277344,397.25,393.6400146484375,396.3800048828125,386.7982482910156,108194400
2023-02-27,399.8699951171875,401.2900085449219,396.75,397.7300109863281,388.1156311035156,80444700
2023-02-28,397.2300109863281,399.2799987792969,396.1499938964844,396.260009765625,386.6811828613281,96438600
2023-03-01,395.4100036621094,396.69000244140625,393.3800048828125,394.739990234375,385.19793701171875,99706800
2023-03-02,392.67999267578125,398.69000244140625,392.3299865722656,397.80999755859375,388.1937255859375,85127800
2023-03-03,399.7099914550781,404.45001220703125,399.0299987792969,404.19000244140625,394.4194641113281,90120000
2023-03-06,405.04998779296875,407.45001220703125,404.010009765625,404.4700012207031,394.6927490234375,72795900
2023-03-07,404.4200134277344,404.6700134277344,397.6300048828125,398.2699890136719,388.6425476074219,108310600
2023-03-08,398.3900146484375,399.7099914550781,396.5899963378906,398.9200134277344,389.27685546875,74746600
2023-03-09,399.739990234375,401.4800109863281,390.5299987792969,391.55999755859375,382.09478759765625,111945300
2023-03-10,390.989990234375,393.1600036621094,384.32000732421875,385.9100036621094,376.58135986328125,189253000
2023-03-13,381.80999755859375,390.3900146484375,380.6499938964844,385.3599853515625,376.0446472167969,157790000
2023-03-14,390.5,393.45001220703125,387.04998779296875,391.7300109863281,382.2607116699219,149752400
2023-03-15,385.8900146484375,389.489990234375,383.7099914550781,389.2799987792969,379.86993408203125,172996900
2023-03-16,386.82000732421875,396.4700012207031,386.2900085449219,396.1099853515625,386.5347595214844,143254200
2023-03-17,393.2200012207031,394.3999938964844,388.54998779296875,389.989990234375,382.0151672363281,140553400
2023-03-20,390.79998779296875,394.1700134277344,390.07000732421875,393.739990234375,385.6885070800781,93055800
2023-03-21,397.239990234375,399.4100036621094,395.5799865722656,398.9100036621094,390.7527770996094,91524200
2023-03-22,398.7300109863281,402.489990234375,392.07000732421875,392.1099853515625,384.0918273925781,111746600
2023-03-23,395.0899963378906,399.2900085449219,390.3500061035156,393.1700134277344,385.1301574707031,119351300
2023-03-24,391.8399963378906,395.8399963378906,389.3999938964844,395.75,387.65740966796875,107682400
2023-03-27,398.1199951171875,398.9200134277344,395.55999755859375,396.489990234375,388.3822326660156,74010400
2023-03-28,395.7699890136719,396.489990234375,393.69000244140625,395.6000061035156,387.5104675292969,62871700
2023-03-29,399.92999267578125,401.6000061035156,398.67999267578125,401.3500061035156,393.1428527832031,77497900
2023-03-30,404.0899963378906,404.3500061035156,401.760009765625,403.70001220703125,395.4447937011719,69840000
2023-03-31,404.6600036621094,409.70001220703125,404.54998779296875,409.3900146484375,401.01849365234375,112062600
2023-04-03,408.8500061035156,411.3699951171875,408.44000244140625,410.95001220703125,402.54656982421875,67391100
2023-04-04,411.6199951171875,411.9200134277344,407.239990234375,408.6700134277344,400.313232421875,66601500
2023-04-05,407.9100036621094,408.70001220703125,405.8800048828125,407.6000061035156,399.26507568359375,65200200
2023-04-06,406.7699890136719,409.4800109863281,405.67999267578125,409.19000244140625,400.8225402832031,63743300
2023-04-10,406.6099853515625,409.69000244140625,405.9700012207031,409.6099853515625,401.2339782714844,63681000
2023-04-11,410.260009765625,411.17999267578125,408.9200134277344,409.7200012207031,401.3417053222656,59297900
2023-04-12,411.8699951171875,412.1700134277344,407.44000244140625,408.04998779296875,399.7058410644531,86420400
2023-04-13,409.17999267578125,413.8399963378906,407.989990234375,413.4700012207031,405.01507568359375,85814800
2023-04-14,412.80999755859375,415.0899963378906,410.05999755859375,412.4599914550781,404.0256652832031,78161500
2023-04-17,412.3699951171875,413.9599914550781,411.0899963378906,413.94000244140625,405.4754333496094,66436400
2023-04-18,415.5799865722656,415.7200012207031,412.7799987792969,414.2099914550781,405.7398986816406,63560000
2023-04-19,412.2200012207031,415.0799865722656,412.1600036621094,414.1400146484375,405.67132568359375,55227300
2023-04-20,411.2099914550781,413.70001220703125,410.2699890136719,411.8800048828125,403.45751953125,75840400
2023-04-21,412.19000244140625,412.67999267578125,410.1700134277344,412.20001220703125,403.77099609375,73457400
2023-04-24,411.989990234375,413.07000732421875,410.6000061035156,412.6300048828125,404.1922302246094,64332100
2023-04-25,410.5799865722656,411.1600036621094,406.0199890136719,406.0799865722656,397.776123046875,97766700
2023-04-26,406.7200012207031,407.8399963378906,403.7799987792969,404.3599853515625,396.09130859375,80447000
2023-04-27,407.0,412.69000244140625,406.739990234375,412.4100036621094,403.9767150878906,92968400
2023-04-28,411.489990234375,415.94000244140625,411.42999267578125,415.92999267578125,407.42474365234375,89335600
2023-05-01,415.4700012207031,417.6199951171875,415.2699890136719,415.510009765625,407.0133056640625,62122300
2023-05-02,414.7699890136719,414.82000732421875,407.82000732421875,410.8399963378906,402.4388122558594,103998500
2023-05-03,411.3599853515625,413.8699951171875,407.7699890136719,408.0199890136719,399.6764831542969,91531800
2023-05-04,406.92999267578125,407.2699890136719,403.739990234375,405.1300048828125,396.8455505371094,94901900
2023-05-05,408.9100036621094,413.7200012207031,408.6400146484375,412.6300048828125,404.1922302246094,87844000
2023-05-08,412.9700012207031,413.239990234375,411.2799987792969,412.739990234375,404.2999572753906,50046800
2023-05-09,411.1300048828125,412.0899963378906,410.69000244140625,410.92999267578125,402.5269775390625,49220100
2023-05-10,413.8800048828125,414.5400085449219,408.8699951171875,412.8500061035156,404.40771484375,96142900
2023-05-11,411.95001220703125,412.42999267578125,409.9700012207031,412.1300048828125,403.702392578125,70157100
2023-05-12,413.4200134277344,413.6400146484375,409.07000732421875,411.5899963378906,403.1734619140625,70439400
2023-05-15,412.2200012207031,413.42999267578125,410.2300109863281,413.010009765625,404.5644226074219,54289400
2023-05-16,411.8599853515625,412.82000732421875,410.239990234375,410.25,401.8608703613281,57705500
2023-05-17,412.3500061035156,415.8599853515625,410.6400146484375,415.2300109863281,406.739013671875,87287000
2023-05-18,414.8999938964844,419.6700134277344,414.6700134277344,419.2300109863281,410.65728759765625,97177200
2023-05-19,420.1700134277344,420.7200012207031,417.3500061035156,418.6199951171875,410.0597229003906,103679700
2023-05-22,418.6400146484375,420.3900146484375,417.3500061035156,418.7900085449219,410.2262878417969,60745400
2023-05-23,417.0799865722656,418.7200012207031,413.67999267578125,414.0899963378906,405.6223449707031,86383500
2023-05-24,412.4200134277344,412.82000732421875,409.8800048828125,411.0899963378906,402.6836853027344,89213700
2023-05-25,414.739990234375,416.1600036621094,412.4100036621094,414.6499938964844,406.1708984375,90961600
2023-05-26,415.3299865722656,420.7699890136719,415.25,420.0199890136719,411.4310607910156,93830000
2023-05-30,422.0299987792969,422.5799865722656,418.739990234375,420.17999267578125,411.5877685546875,72216000
2023-05-31,418.2799987792969,419.2200012207031,416.2200012207031,417.8500061035156,409.30548095703125,110811800
2023-06-01,418.0899963378906,422.9200134277344,416.7900085449219,421.82000732421875,413.1942443847656,88865000
2023-06-02,424.5,428.739990234375,423.95001220703125,427.9200134277344,419.1695251464844,91366700
2023-06-05,428.2799987792969,429.6199951171875,426.3699951171875,427.1000061035156,418.3663330078125,65460200
2023-06-06,426.6700134277344,428.5799865722656,425.989990234375,428.0299987792969,419.2773132324219,64022200
2023-06-07,428.44000244140625,429.6199951171875,426.1099853515625,426.54998779296875,417.8275146484375,85373300
2023-06-08,426.6199951171875,429.6000061035156,425.82000732421875,429.1300048828125,420.3548278808594,61952800
2023-06-09,429.9599914550781,431.989990234375,428.8699951171875,429.8999938964844,421.10906982421875,85742800
2023-06-12,430.9200134277344,433.8800048828125,430.1700134277344,433.79998779296875,424.9292907714844,76104300
2023-06-13,435.32000732421875,437.3299865722656,434.6300048828125,436.6600036621094,427.7308654785156,95899700
2023-06-14,437.010009765625,439.05999755859375,433.5899963378906,437.17999267578125,428.24017333984375,100612100
2023-06-15,436.3299865722656,443.8999938964844,436.2300109863281,442.6000061035156,433.5493469238281,110303100
2023-06-16,443.0199890136719,443.6099853515625,438.9700012207031,439.4599914550781,432.0726013183594,114121300
2023-06-20,437.45001220703125,438.3699951171875,435.0299987792969,437.17999267578125,429.8309020996094,76160400
2023-06-21,436.1600036621094,436.989990234375,434.3299865722656,434.94000244140625,427.6285705566406,76982300
2023-06-22,433.95001220703125,436.6199951171875,433.6000061035156,436.510009765625,429.17218017578125,70637200
2023-06-23,432.92999267578125,435.05999755859375,432.4700012207031,433.2099914550781,425.92767333984375,92074500
2023-06-26,432.6199951171875,434.6099853515625,431.19000244140625,431.44000244140625,424.18743896484375,72823600
2023-06-27,432.3500061035156,436.80999755859375,431.8800048828125,436.1700134277344,428.8379211425781,72813700
2023-06-28,435.04998779296875,437.44000244140625,434.4100036621094,436.3900146484375,429.05419921875,75636000
2023-06-29,435.9599914550781,438.2799987792969,435.5400085449219,438.1099853515625,430.74530029296875,67882300
2023-06-30,441.44000244140625,444.29998779296875,441.1099853515625,443.2799987792969,435.8283996582031,104921500
2023-07-03,442.9200134277344,444.0799865722656,442.6300048828125,443.7900085449219,436.3298034667969,32793400
2023-07-05,441.9100036621094,443.8900146484375,441.8999938964844,443.1300048828125,435.6809387207031,58418400
2023-07-06,439.4200134277344,440.1000061035156,437.05999755859375,439.6600036621094,432.269287109375,80658300
2023-07-07,438.6300048828125,442.6400146484375,438.29998779296875,438.54998779296875,431.17791748046875,86076100
2023-07-10,438.17999267578125,439.8399963378906,437.5899963378906,439.6600036621094,432.269287109375,62443500
2023-07-11,440.45001220703125,442.9700012207031,439.44000244140625,442.4599914550781,435.02215576171875,64463800
2023-07-12,446.3900146484375,447.4800109863281,444.9100036621094,446.0199890136719,438.52227783203125,91924500
2023-07-13,447.8999938964844,450.3800048828125,447.45001220703125,449.55999755859375,442.0028381347656,72425200
2023-07-14,450.4800109863281,451.3599853515625,448.489990234375,449.2799987792969,441.7275695800781,69761800
2023-07-17,449.1300048828125,451.92999267578125,449.0799865722656,450.8399963378906,443.26129150390625,52680200
2023-07-18,450.5,454.8599853515625,450.04998779296875,454.19000244140625,446.55499267578125,80744400
2023-07-19,455.010009765625,456.42999267578125,454.1099853515625,455.20001220703125,447.5479736328125,65891700
2023-07-20,454.1700134277344,455.1000061035156,451.44000244140625,452.17999267578125,444.5787658691406,70591600
2023-07-21,453.9599914550781,454.1700134277344,452.1700134277344,452.17999267578125,444.5787658691406,71245400
2023-07-24,453.3699951171875,455.0400085449219,452.29998779296875,454.20001220703125,446.5648498535156,54023400
2023-07-25,453.9200134277344,456.739990234375,453.8699951171875,455.44000244140625,447.783935546875,55191200
2023-07-26,454.4700012207031,456.989990234375,453.3800048828125,455.510009765625,447.852783203125,71052900
2023-07-27,459.0199890136719,459.44000244140625,451.54998779296875,452.489990234375,444.883544921875,92194400
2023-07-28,455.8800048828125,457.7799987792969,452.489990234375,456.9200134277344,449.2391357421875,80011800
2023-07-31,457.4100036621094,458.1600036621094,456.04998779296875,457.7900085449219,450.0944519042969,62040400
2023-08-01,456.2699890136719,457.25,455.489990234375,456.4800109863281,448.8064880371094,55291500
2023-08-02,453.25,453.5199890136719,449.3500061035156,450.1300048828125,442.563232421875,93933400
2023-08-03,448.0400085449219,450.7900085449219,447.3699951171875,448.8399963378906,441.294921875,64276100
2023-08-04,450.7200012207031,452.8999938964844,446.2699890136719,446.80999755859375,439.2990417480469,100052300
2023-08-07,448.7099914550781,450.8699951171875,447.989990234375,450.7099914550781,443.1334533691406,58357500
2023-08-08,448.0799865722656,450.70001220703125,445.2699890136719,448.75,441.2064514160156,71361300
2023-08-09,449.0299987792969,449.20001220703125,444.9599914550781,445.75,438.2568359375,78789600
2023-08-10,448.19000244140625,451.70001220703125,444.70001220703125,445.9100036621094,438.4141540527344,93005500
2023-08-11,443.9700012207031,446.70001220703125,443.3500061035156,445.6499938964844,438.1585693359375,68664600
2023-08-14,444.70001220703125,448.1099853515625,444.3800048828125,448.1099853515625,440.5771484375,47867400
2023-08-15,446.2699890136719,446.6400146484375,442.29998779296875,442.8900146484375,435.4449768066406,75707500
2023-08-16,442.4599914550781,444.17999267578125,439.5299987792969,439.6400146484375,432.2496032714844,80107200
2023-08-17,441.1600036621094,441.42999267578125,435.75,436.2900085449219,428.95587158203125,95711300
2023-08-18,433.3699951171875,437.57000732421875,433.010009765625,436.5,429.162353515625,98758400
2023-08-21,437.54998779296875,440.1099853515625,435.32000732421875,439.3399963378906,431.9546203613281,68719000
2023-08-22,441.17999267578125,441.17999267578125,437.57000732421875,438.1499938964844,430.78460693359375,65062900
2023-08-23,439.25,443.6700134277344,439.1000061035156,443.0299987792969,435.58258056640625,68441000
2023-08-24,444.69000244140625,445.2200012207031,436.8599853515625,436.8900146484375,429.5457763671875,88517300
2023-08-25,438.67999267578125,441.29998779296875,435.0,439.9700012207031,432.5740051269531,102325100
2023-08-28,442.239990234375,443.3999938964844,439.9700012207031,442.760009765625,435.317138671875,61595400
2023-08-29,442.6499938964844,449.45001220703125,442.4599914550781,449.1600036621094,441.60955810546875,83081900
2023-08-30,449.510009765625,451.6700134277344,448.7799987792969,451.010009765625,443.428466796875,69053900
2023-08-31,451.6499938964844,452.8299865722656,450.1600036621094,450.3500061035156,442.779541015625,66084600
2023-09-01,453.1700134277344,453.6700134277344,449.67999267578125,451.19000244140625,443.60540771484375,58875700
2023-09-05,450.7300109863281,451.05999755859375,449.1700134277344,449.239990234375,441.6882019042969,55166200
2023-09-06,448.3999938964844,448.510009765625,443.80999755859375,446.2200012207031,438.71893310546875,70758500
2023-09-07,443.1099853515625,445.54998779296875,442.75,444.8500061035156,437.37200927734375,70355400
2023-09-08,444.8999938964844,447.1099853515625,444.5299987792969,445.5199890136719,438.0307312011719,61659700
2023-09-11,448.239990234375,448.7699890136719,446.4700012207031,448.45001220703125,440.9114685058594,60180100
2023-09-12,446.95001220703125,448.5299987792969,445.3900146484375,445.989990234375,438.4928283691406,67565400
2023-09-13,446.2200012207031,447.7099914550781,445.0799865722656,446.510009765625,439.00408935546875,60199300
2023-09-14,449.07000732421875,451.0799865722656,447.7200012207031,450.3599853515625,442.7893371582031,83430800
2023-09-15,447.1400146484375,447.4800109863281,442.9200134277344,443.3699951171875,437.4544677734375,111761400
2023-09-18,443.04998779296875,444.9700012207031,442.55999755859375,443.6300048828125,437.7110290527344,55752200
2023-09-19,442.67999267578125,443.2900085449219,439.94000244140625,442.7099914550781,436.80328369140625,66514600
2023-09-20,444.010009765625,444.44000244140625,438.42999267578125,438.6400146484375,432.7876281738281,82562600
2023-09-21,435.70001220703125,435.9700012207031,431.2300109863281,431.3900146484375,425.6343688964844,103976100
2023-09-22,432.45001220703125,434.1000061035156,429.989990234375,430.4200134277344,424.67730712890625,100829700
2023-09-25,429.1700134277344,432.2699890136719,428.7200012207031,432.2300109863281,426.463134765625,70874500
2023-09-26,429.0899963378906,429.82000732421875,425.0199890136719,425.8800048828125,420.1978759765625,96168400
2023-09-27,427.0899963378906,427.6700134277344,422.2900085449219,426.04998779296875,420.3655700683594,104705800
2023-09-28,425.4800109863281,430.25,424.8699951171875,428.5199890136719,422.8026123046875,92258300
2023-09-29,431.6700134277344,431.8500061035156,425.9100036621094,427.4800109863281,421.77655029296875,115078500
2023-10-02,426.6199951171875,428.6000061035156,424.4599914550781,427.30999755859375,421.6087646484375,83798600
2023-10-03,425.05999755859375,427.3699951171875,420.17999267578125,421.5899963378906,415.9650573730469,103760600
2023-10-04,422.07000732421875,425.42999267578125,420.55999755859375,424.6600036621094,418.9941711425781,87453000
2023-10-05,424.3599853515625,425.3699951171875,421.1700134277344,424.5,418.8363037109375,70142700
2023-10-06,421.9700012207031,431.1300048828125,420.6000061035156,429.5400085449219,423.8090515136719,113202700
2023-10-09,427.5799865722656,432.8800048828125,427.010009765625,432.2900085449219,426.5223388671875,80374400
2023-10-10,432.94000244140625,437.2200012207031,432.5299987792969,434.5400085449219,428.7423095703125,78607300
2023-10-11,435.6400146484375,436.5799865722656,433.17999267578125,436.32000732421875,430.4985656738281,62451700
2023-10-12,436.95001220703125,437.3399963378906,431.2300109863281,433.6600036621094,427.8740539550781,81154200
2023-10-13,435.2099914550781,436.45001220703125,429.8800048828125,431.5,425.74285888671875,95143100
2023-10-16,433.82000732421875,437.1400146484375,433.57000732421875,436.0400085449219,430.2222900390625,75433200
2023-10-17,432.80999755859375,438.1400146484375,432.45001220703125,436.0199890136719,430.2025451660156,75324700
2023-10-18,434.19000244140625,435.17999267578125,429.0899963378906,430.2099914550781,424.4700622558594,93559800
2023-10-19,430.95001220703125,432.82000732421875,425.7300109863281,426.42999267578125,420.7405090332031,121323000
2023-10-20,425.9800109863281,426.5400085449219,421.0799865722656,421.19000244140625,415.5704345703125,123845800
2023-10-23,419.6099853515625,424.45001220703125,417.79998779296875,420.4599914550781,414.85015869140625,92035100
2023-10-24,422.6499938964844,424.82000732421875,420.739990234375,423.6300048828125,417.9778747558594,78564200
2023-10-25,421.8900146484375,421.9200134277344,417.0199890136719,417.54998779296875,411.9789733886719,94223200
2023-10-26,416.45001220703125,417.3299865722656,411.6000061035156,412.54998779296875,407.0456848144531,115156800
2023-10-27,414.19000244140625,414.6000061035156,409.2099914550781,410.67999267578125,405.2006530761719,107367700
2023-10-30,413.55999755859375,416.67999267578125,412.2200012207031,415.5899963378906,410.0451354980469,86562700
2023-10-31,416.17999267578125,418.5299987792969,414.2099914550781,418.20001220703125,412.620361328125,79665200
2023-11-01,419.20001220703125,423.5,418.6499938964844,422.6600036621094,417.02081298828125,98068100
2023-11-02,426.5799865722656,430.9200134277344,426.55999755859375,430.760009765625,425.01275634765625,94938900
2023-11-03,433.1400146484375,436.2900085449219,433.010009765625,434.69000244140625,428.89031982421875,100110800
2023-11-06,435.4700012207031,436.1499938964844,433.67999267578125,435.69000244140625,429.876953125,67831700
2023-11-07,435.69000244140625,437.5899963378906,434.510009765625,436.92999267578125,431.10040283203125,64256100
2023-11-08,437.54998779296875,438.0899963378906,434.8699951171875,437.25,431.4161682128906,61746000
2023-11-09,438.42999267578125,438.4700012207031,433.3999938964844,433.8399963378906,428.0516662597656,83174400
2023-11-10,435.9800109863281,440.92999267578125,433.8299865722656,440.6099853515625,434.7312927246094,89462200
2023-11-13,439.2300109863281,441.3299865722656,438.4200134277344,440.19000244140625,434.3169250488281,52236100
2023-11-14,446.32000732421875,450.05999755859375,446.0899963378906,448.7300109863281,442.74298095703125,97176900
2023-11-15,450.1099853515625,451.3800048828125,448.79998779296875,449.67999267578125,443.6803283691406,77327600
2023-11-16,449.2200012207031,450.55999755859375,448.1199951171875,450.2300109863281,444.22296142578125,66665800
2023-11-17,450.239990234375,451.4200134277344,449.2900085449219,450.7900085449219,444.7755126953125,83133200
2023-11-20,450.5299987792969,455.1300048828125,450.5199890136719,454.260009765625,448.1992492675781,69936200
2023-11-21,453.17999267578125,454.1300048828125,451.9599914550781,453.2699890136719,447.222412109375,49244600
2023-11-22,454.9800109863281,456.3800048828125,453.8900146484375,455.0199890136719,448.94903564453125,59394900
2023-11-24,455.07000732421875,455.5,454.7300109863281,455.29998779296875,449.2253112792969,29737400
2023-11-27,454.6499938964844,455.489990234375,454.0799865722656,454.4800109863281,448.41632080078125,50506000
2023-11-28,454.0799865722656,456.2699890136719,453.5,454.92999267578125,448.8602294921875,62115000
2023-11-29,457.1499938964844,458.32000732421875,454.20001220703125,454.6099853515625,448.5445556640625,63146000
2023-11-30,455.4800109863281,456.760009765625,453.3399963378906,456.3999938964844,450.3106384277344,79752700
2023-12-01,455.7699890136719,459.6499938964844,455.1600036621094,459.1000061035156,452.9746398925781,89097900
2023-12-04,455.6000061035156,459.1199951171875,454.3399963378906,456.69000244140625,450.5967712402344,72430900
2023-12-05,455.260009765625,457.5899963378906,454.8699951171875,456.6000061035156,450.5079650878906,69793500
